Year,Crash Descriptor,Time,Time Label,Date,Day of Week,Police Report,Lighting Conditions,City,Collision Type Descriptor,County Name,Road Descriptor,Weather Conditions,Traffic Control Device,Road Surface Conditions,DOT Reference Marker Location,Pedestrian Bicyclist Action,Event Descriptor,Number of Vehicles Involved
2014,Property Damage Accident,13:40,Afternoon,12/31/2014,Wednesday,Y,Daylight,Minneapolis,OVERTAKING,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051114,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,13:40,Afternoon,12/31/2014,Wednesday,Y,Daylight,Minneapolis,OVERTAKING,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051116,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,13:34,Afternoon,12/31/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Grade,Snow,Traffic Signal,Snow/Ice,177 73011000,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2014,Injury Accident,14:00,Afternoon,12/31/2014,Wednesday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051112,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,17:29,Night,12/21/2014,Sunday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Dry,81I73051123,Not Applicable,Deer,1
2014,Property Damage Accident,10:25,Morning,12/20/2014,Saturday,Y,Daylight,Kansas City,RIGHT TURN (6),STEUBEN,Straight and Level,Clear,Stop Sign,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,21:30,Night,12/18/2014,Thursday,N,Unknown,Minneapolis,OTHER,JEFFERSON,Unknown,Unknown,Unknown,Unknown,,Not Applicable,Deer,1
2014,Property Damage & Injury Accident,06:43,Morning,12/17/2014,Wednesday,Y,Dark-Road Lighted,Minneapolis,SIDESWIPE,JEFFERSON,Straight and Level,Rain,No Passing Zone,Wet,11 73051138,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,20:45,Night,12-12-2014,Friday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight at Hill Crest,Cloudy,None,Wet,,Not Applicable,Deer,1
2014,Property Damage Accident,14:37,Afternoon,12-10-2014,Wednesday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,11 73051124,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,18:04,Night,12-06-2014,Saturday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,20:50,Night,12-05-2014,Friday,Y,Dark-Road Unlighted,Minneapolis,RIGHT ANGLE,JEFFERSON,Straight at Hill Crest,Rain,Stop Sign,Wet,177 73011001,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Injury Accident,17:14,Night,12-04-2014,Thursday,Y,Dark-Road Lighted,Kansas City,OTHER,STEUBEN,Straight and Level,Clear,None,Dry,,"Crossing, No Signal or Crosswalk","Pedestrian, Collision With",1
2014,Property Damage Accident,19:28,Night,12-03-2014,Wednesday,Y,Dark-Road Unlighted,Kansas City,OTHER,STEUBEN,Straight and Grade,Clear,No Passing Zone,Dry,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2014,Property Damage Accident,00:00,Morning,11/28/2014,Friday,N,Unknown,Kansas City,OTHER,STEUBEN,Unknown,Unknown,Unknown,Unknown,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2014,Property Damage Accident,07:04,Morning,11/26/2014,Wednesday,Y,Dawn,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,00:00,Morning,11/26/2014,Wednesday,N,Daylight,Minneapolis,Unknown,JEFFERSON,Straight and Level,Clear,Unknown,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,18:07,Night,11/26/2014,Wednesday,Y,Dark-Road Unlighted,Minneapolis,SIDESWIPE,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,05:35,Morning,11/13/2014,Thursday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Dry,81I73051155,Not Applicable,Deer,1
2014,Property Damage Accident,12:56,Afternoon,11/13/2014,Thursday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051115,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2014,Property Damage Accident,06:28,Morning,11-11-2014,Tuesday,Y,Dawn,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,81I73051158,Not Applicable,Deer,1
2014,Property Damage Accident,02:32,Morning,11-07-2014,Friday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Wet,81I73051103,Not Applicable,Deer,1
2014,Property Damage Accident,08:37,Morning,11-07-2014,Friday,Y,Daylight,Kansas City,SIDESWIPE,STEUBEN,Straight and Level,Cloudy,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,21:46,Night,11-05-2014,Wednesday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Curve and Grade,Clear,No Passing Zone,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,22:20,Night,11-04-2014,Tuesday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Dry,81I73051164,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2014,Property Damage Accident,12:15,Afternoon,10/24/2014,Friday,N,Daylight,Minneapolis,Unknown,JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,20:49,Night,10/23/2014,Thursday,Y,Dark-Road Unlighted,Kansas City,OTHER,STEUBEN,Straight and Grade,Cloudy,No Passing Zone,Dry,17 64041333,Not Applicable,Deer,1
2014,Property Damage Accident,10:00,Morning,10/20/2014,Monday,N,Unknown,Minneapolis,Unknown,JEFFERSON,Unknown,Unknown,Unknown,Unknown,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,23:35,Night,10/20/2014,Monday,Y,Dark-Road Unlighted,Kansas City,OTHER,STEUBEN,Straight and Level,Clear,No Passing Zone,Dry,17 64041312,Not Applicable,Deer,1
2014,Property Damage & Injury Accident,22:00,Night,10/13/2014,Monday,Y,Dark-Road Unlighted,Kansas City,RIGHT ANGLE,STEUBEN,Curve and Grade,Cloudy,No Passing Zone,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,11:12,Morning,10-09-2014,Thursday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Cloudy,RR Crossing Flashing Light,Dry,177 73011007,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,13:34,Afternoon,10-04-2014,Saturday,Y,Daylight,Kansas City,HEAD ON,STEUBEN,Straight and Level,Cloudy,No Passing Zone,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,14:08,Afternoon,10-02-2014,Thursday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Grade,Clear,Traffic Signal,Dry,81I73051142,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,18:45,Night,09/28/2014,Sunday,Y,Dusk,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,177 73011008,Not Applicable,Deer,1
2014,Property Damage Accident,00:35,Morning,09/27/2014,Saturday,Y,Dark-Road Unlighted,Kansas City,OTHER,STEUBEN,Straight at Hill Crest,Cloudy,None,Dry,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2014,Property Damage Accident,12:45,Afternoon,09/26/2014,Friday,Y,Daylight,Kansas City,Unknown,STEUBEN,Straight and Level,Clear,Stop Sign,Dry,17 64041320,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Injury Accident,23:10,Night,09/17/2014,Wednesday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Muddy,,Not Applicable,Deer,1
2014,Property Damage & Injury Accident,10:03,Morning,09/14/2014,Sunday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Cloudy,None,Dry,11 73051112,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,00:31,Morning,09/13/2014,Saturday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,10:24,Morning,09-09-2014,Tuesday,Y,Daylight,Minneapolis,SIDESWIPE,JEFFERSON,Straight and Level,Clear,None,Dry,11 73051115,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,07:26,Morning,09-08-2014,Monday,Y,Daylight,Minneapolis,SIDESWIPE,JEFFERSON,Straight and Level,Clear,None,Dry,11 73051154,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,11:40,Morning,08/30/2014,Saturday,Y,Daylight,Minneapolis,RIGHT ANGLE,JEFFERSON,Straight and Grade,Clear,Stop Sign,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,07:59,Morning,08/29/2014,Friday,Y,Dawn,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,No Passing Zone,Dry,971P73011001,Not Applicable,Deer,1
2014,Property Damage Accident,13:00,Afternoon,08/17/2014,Sunday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,"Building/Wall, Collision With Fixed Object",1
2014,Property Damage Accident,10:07,Morning,08/17/2014,Sunday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Cloudy,None,Dry,178 73011095,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Injury Accident,07:15,Morning,08-12-2014,Tuesday,Y,Daylight,Kansas City,OTHER,STEUBEN,Straight and Level,Rain,None,Wet,,Not Applicable,"Other Motor Vehicle, Collision With",3
2014,Property Damage Accident,22:00,Night,08-11-2014,Monday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight at Hill Crest,Cloudy,None,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,16:16,Night,08-07-2014,Thursday,Y,Daylight,Minneapolis,SIDESWIPE,JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,18:01,Night,08-04-2014,Monday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,81I73051142,Not Applicable,"Bridge Structure, Collision With Fixed Object",2
2014,Property Damage Accident,19:15,Night,08-04-2014,Monday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,81I73051122,Not Applicable,"Other Object (Not Fixed)*, Collision With",1
2014,Property Damage & Injury Accident,10:02,Morning,08-03-2014,Sunday,Y,Daylight,Minneapolis,RIGHT ANGLE,JEFFERSON,Straight and Level,Clear,None,Dry,11 73051161,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,15:54,Afternoon,08-01-2014,Friday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,19:30,Night,07/27/2014,Sunday,N,Unknown,Minneapolis,OTHER,JEFFERSON,Unknown,Unknown,Unknown,Unknown,,Not Applicable,Deer,1
2014,Injury Accident,18:35,Night,07/25/2014,Friday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Clear,No Passing Zone,Dry,178 73011099,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,10:11,Morning,07/23/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,Deer,1
2014,Property Damage & Injury Accident,11:23,Morning,07/21/2014,Monday,Y,Daylight,Minneapolis,RIGHT ANGLE,JEFFERSON,Straight and Grade,Clear,Stop Sign,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,07:28,Morning,07/16/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,11 73051127,Not Applicable,Deer,1
2014,Property Damage Accident,00:00,Morning,07/16/2014,Wednesday,N,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,81I73051127,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2014,Property Damage Accident,07:58,Morning,07/15/2014,Tuesday,Y,Daylight,Kansas City,OTHER,STEUBEN,Straight and Grade,Cloudy,None,Wet,17 64041336,Not Applicable,Deer,1
2014,Property Damage Accident,14:42,Afternoon,07/13/2014,Sunday,Y,Daylight,Kansas City,SIDESWIPE,STEUBEN,Curve and Level,Clear,No Passing Zone,Dry,17 64041315,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,21:20,Night,07-10-2014,Thursday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,11:12,Morning,07-06-2014,Sunday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,No Passing Zone,Dry,11 73051165,Not Applicable,Deer,1
2014,Injury Accident,16:30,Night,07-03-2014,Thursday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Cloudy,None,Wet,81I73051156,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,00:00,Morning,06/29/2014,Sunday,N,Unknown,Kansas City,OTHER,STEUBEN,Unknown,Unknown,Unknown,Unknown,,Not Applicable,"Tree, Collision With Fixed Object",1
2014,Property Damage Accident,04:50,Morning,06/25/2014,Wednesday,Y,Dusk,Kansas City,OTHER,STEUBEN,Straight and Level,Rain,No Passing Zone,Wet,,Not Applicable,Deer,1
2014,Property Damage Accident,21:15,Night,06/23/2014,Monday,N,Dusk,Minneapolis,OTHER,JEFFERSON,Straight at Hill Crest,Clear,None,Dry,,Not Applicable,Deer,1
2014,Injury Accident,10:44,Morning,06/21/2014,Saturday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Clear,No Passing Zone,Dry,177 73011002,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,15:51,Afternoon,06/20/2014,Friday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,14:35,Afternoon,06-10-2014,Tuesday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Clear,No Passing Zone,Dry,11 73051111,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,19:00,Night,06-05-2014,Thursday,N,Unknown,Minneapolis,OTHER,JEFFERSON,Unknown,Unknown,Unknown,Unknown,,Not Applicable,Deer,1
2014,Property Damage Accident,20:58,Night,06-05-2014,Thursday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,No Passing Zone,Wet,,Not Applicable,Deer,1
2014,Injury Accident,19:00,Night,05/23/2014,Friday,Y,Daylight,Kansas City,RIGHT ANGLE,STEUBEN,Straight and Level,Cloudy,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,11:12,Morning,05/15/2014,Thursday,Y,Daylight,Minneapolis,LEFT TURN (3),JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,13:21,Afternoon,05-11-2014,Sunday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,Stop Sign,Dry,,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2014,Property Damage Accident,12:27,Afternoon,05-04-2014,Sunday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Cloudy,None,Wet,971P73011000,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,04:50,Morning,05-03-2014,Saturday,N,Unknown,Minneapolis,OTHER,JEFFERSON,Unknown,Unknown,Unknown,Unknown,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2014,Property Damage Accident,20:40,Night,05-03-2014,Saturday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,16:30,Night,05-02-2014,Friday,N,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,Unknown,Dry,,Not Applicable,"Animal, Collision With",1
2014,Property Damage Accident,12:38,Afternoon,04/30/2014,Wednesday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Rain,None,Wet,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,17:30,Night,04/14/2014,Monday,N,Unknown,Kansas City,OTHER,STEUBEN,Unknown,Unknown,Unknown,Unknown,,Not Applicable,"Other Object (Not Fixed)*, Collision With",1
2014,Injury Accident,15:10,Afternoon,04-12-2014,Saturday,Y,Daylight,Kansas City,OTHER,STEUBEN,Straight and Level,Clear,None,Dry,17 64041316,Not in Roadway (Indicate),"Pedestrian, Collision With",1
2014,Property Damage Accident,21:39,Night,04-09-2014,Wednesday,Y,Dark-Road Unlighted,Kansas City,OTHER,STEUBEN,Straight and Level,Clear,None,Dry,17 64041334,Not Applicable,Deer,1
2014,Property Damage Accident,17:44,Night,03/26/2014,Wednesday,Y,Daylight,Kansas City,Unknown,STEUBEN,Straight and Level,Clear,Stop Sign,Dry,17 64041314,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,21:00,Night,03/26/2014,Wednesday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Dry,81I73051139,Not Applicable,Deer,1
2014,Property Damage & Injury Accident,17:49,Night,03/22/2014,Saturday,Y,Daylight,Minneapolis,RIGHT ANGLE,JEFFERSON,Straight and Level,Cloudy,None,Wet,11 73051134,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,09:39,Morning,03/19/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Curve and Level,Clear,None,Dry,11 73051157,Not Applicable,Deer,1
2014,Property Damage Accident,00:00,Morning,03/14/2014,Friday,N,Unknown,Minneapolis,OTHER,JEFFERSON,Unknown,Unknown,Unknown,Unknown,,Not Applicable,"Animal, Collision With",1
2014,Property Damage & Injury Accident,01:13,Morning,03/14/2014,Friday,Y,Dark-Road Lighted,Kansas City,OTHER,STEUBEN,Curve and Level,Clear,Traffic Signal,Dry,17 64041320,Not Applicable,"Overturned, Non-Collision",1
2014,Property Damage & Injury Accident,14:30,Afternoon,03/13/2014,Thursday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Curve and Grade,Clear,No Passing Zone,Slush,,Not Applicable,"Snow Embankment, Collision With Fixed Object",1
2014,Property Damage Accident,17:45,Night,03-05-2014,Wednesday,Y,Dusk,Minneapolis,OTHER,JEFFERSON,Straight at Hill Crest,Cloudy,None,Wet,,Not Applicable,Deer,1
2014,Property Damage Accident,01:45,Morning,03-02-2014,Sunday,Y,Dark-Road Lighted,Kansas City,RIGHT ANGLE,STEUBEN,Straight and Level,Snow,None,Wet,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,23:09,Night,03-02-2014,Sunday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Grade,Cloudy,None,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,19:00,Night,03-01-2014,Saturday,N,Dark-Road Lighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,09:08,Morning,03-01-2014,Saturday,Y,Daylight,Minneapolis,RIGHT ANGLE,JEFFERSON,Straight and Level,Cloudy,Stop Sign,Dry,11 73051158,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,14:20,Afternoon,02/22/2014,Saturday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Clear,None,Dry,11 73051143,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,13:45,Afternoon,02/13/2014,Thursday,Y,Daylight,Kansas City,OTHER,STEUBEN,Straight and Grade,Snow,Stop Sign,Snow/Ice,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2014,Property Damage Accident,18:30,Night,02/13/2014,Thursday,Y,Dark-Road Lighted,Kansas City,REAR END,STEUBEN,Straight and Level,Snow,None,Snow/Ice,17 64041319,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,09:15,Morning,02-11-2014,Tuesday,N,Daylight,Kansas City,OTHER,STEUBEN,Unknown,Clear,None,Unknown,,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",1
2014,Property Damage Accident,05:58,Morning,02-10-2014,Monday,Y,Dark-Road Lighted,Minneapolis,RIGHT ANGLE,JEFFERSON,Straight and Grade,Cloudy,Stop Sign,Snow/Ice,11 73051101,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,14:06,Afternoon,02-07-2014,Friday,Y,Daylight,Minneapolis,RIGHT ANGLE,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,11:45,Morning,02-07-2014,Friday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Grade,Snow,None,Snow/Ice,81I73051150,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,16:00,Night,02-06-2014,Thursday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051110,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,17:13,Night,02-06-2014,Thursday,Y,Dark-Road Unlighted,Minneapolis,REAR END,JEFFERSON,Straight and Level,Snow,Traffic Signal,Snow/Ice,177 73011002,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,16:01,Night,02-06-2014,Thursday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051111,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,10:24,Morning,02-06-2014,Thursday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Snow/Ice,,Not Applicable,"Other Motor Vehicle, Collision With",3
2014,Property Damage Accident,16:00,Night,02-06-2014,Thursday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051110,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,06:07,Morning,02-03-2014,Monday,Y,Dark-Road Unlighted,Minneapolis,OVERTAKING,JEFFERSON,Straight and Level,Cloudy,None,Snow/Ice,11 73051124,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,10:45,Morning,02-02-2014,Sunday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Clear,None,Snow/Ice,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Injury Accident,17:07,Night,02-01-2014,Saturday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051125,Not Applicable,"Snow Embankment, Collision With Fixed Object",1
2014,Property Damage Accident,12:50,Afternoon,01/31/2014,Friday,Y,Daylight,Minneapolis,LEFT TURN (3),JEFFERSON,Straight and Level,Snow,None,Wet,178 73011099,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,08:27,Morning,01/30/2014,Thursday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Curve and Level,Clear,None,Snow/Ice,81I73051129,Not Applicable,"Snow Embankment, Collision With Fixed Object",1
2014,Property Damage Accident,07:22,Morning,01/30/2014,Thursday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Snow/Ice,81I73051118,Not Applicable,"Snow Embankment, Collision With Fixed Object",1
2014,Property Damage Accident,00:00,Morning,01/29/2014,Wednesday,N,Dawn,Kansas City,OTHER,STEUBEN,Straight and Level,Clear,None,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,16:47,Night,01/29/2014,Wednesday,Y,Dark-Road Unlighted,Minneapolis,REAR END,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,177 73011020,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,08:04,Morning,01/29/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Curve and Grade,Snow,None,Slush,,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2014,Property Damage & Injury Accident,01:42,Morning,01/29/2014,Wednesday,Y,Dark-Road Lighted,Kansas City,OTHER,STEUBEN,Straight and Level,Clear,No Passing Zone,Dry,17 64041311,Not Applicable,Deer,1
2014,Property Damage & Injury Accident,14:19,Afternoon,01/29/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051163,Not Applicable,"Overturned, Non-Collision",1
2014,Property Damage Accident,07:20,Morning,01/29/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Curve and Grade,Snow,None,Slush,,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2014,Property Damage Accident,16:06,Night,01/29/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051124,Not Applicable,"Tree, Collision With Fixed Object",1
2014,Property Damage Accident,10:11,Morning,01/29/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051146,Not Applicable,"Snow Embankment, Collision With Fixed Object",1
2014,Property Damage Accident,13:44,Afternoon,01/27/2014,Monday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Curve and Level,Snow,None,Snow/Ice,,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2014,Property Damage Accident,18:20,Night,01/27/2014,Monday,N,Unknown,Minneapolis,LEFT TURN (3),JEFFERSON,Unknown,Unknown,Unknown,Unknown,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,22:37,Night,01/24/2014,Friday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",1
2014,Property Damage Accident,05:30,Morning,01/24/2014,Friday,N,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Curve and Grade,Cloudy,Unknown,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,14:25,Afternoon,01/22/2014,Wednesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Clear,None,Snow/Ice,,Not Applicable,Deer,1
